"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.num","Input.image_url","Input.suggestions","Input.gtrans","Input.dtrans","Answer.gtransalert","Answer.keylog","Answer.keylogalert","Answer.qualification","Answer.timealert","Answer.translation","Approve","Reject"
"31JUPBOOSWBBA6DTVOIOE4BLNM7L86","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:09 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:09 PDT 2021","","","3CFVK00FWVSQTCSZSBQSJABI3XM6LQ","A1NKFJYJI95SPZ","Approved","Mon Aug 16 12:40:52 PDT 2021","Mon Aug 16 12:41:45 PDT 2021","Thu Aug 19 12:41:45 PDT 2021","Tue Aug 17 03:58:00 PDT 2021","","","53","59% (19/32)","59% (19/32)","59% (19/32)","286","https://i.imgur.com/vnvbfxC.png","{}","du hast geister gesehen","du hast gespenster gesehen","","g!?""","TRUE","","","Sie haben geister gesehen!?"""
"34F34TZU856UT1N4CMXAOYLQXXAJ2Z","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:16 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:16 PDT 2021","","","3GA6AFUKOYVPAXMRIODWKF6RCQF3HG","A1S4DGZRQAQJT5","Approved","Mon Aug 16 17:08:03 PDT 2021","Mon Aug 16 17:08:13 PDT 2021","Thu Aug 19 17:08:13 PDT 2021","Tue Aug 17 03:32:47 PDT 2021","","","10","100% (9/9)","100% (9/9)","100% (9/9)","432","https://i.imgur.com/7xj8fjP.png","{}","was meinen sie","was meinst du","","Was meinst du damit?","","","TRUE","Was meinst du damit?"
"3511RHPAE4LHSBSPUXOO5L6QDEVLRI","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:14 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:14 PDT 2021","","","3NVC2EB6506BWSCGSOHK6F1U2LO3Y9","A1NKFJYJI95SPZ","Approved","Mon Aug 16 12:36:20 PDT 2021","Mon Aug 16 12:37:04 PDT 2021","Thu Aug 19 12:37:04 PDT 2021","Tue Aug 17 03:58:00 PDT 2021","","","44","59% (19/32)","59% (19/32)","59% (19/32)","389","https://i.imgur.com/k9OeOHy.png","{}","derjenige der alle retten will","derjenige der alle retten will","","!D","TRUE","","","Der alle retten will!"
"35NNO802B43UNCSRGNAU4L9OVDCIND","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:10 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:10 PDT 2021","","","3VNXK88KKMPG706R4MVAQT0MKYP9VK","A1NKFJYJI95SPZ","Approved","Mon Aug 16 22:26:19 PDT 2021","Mon Aug 16 22:27:51 PDT 2021","Thu Aug 19 22:27:51 PDT 2021","Tue Aug 17 03:58:00 PDT 2021","","","92","59% (19/32)","59% (19/32)","59% (19/32)","33","https://i.imgur.com/w2TQrAl.png","{}","aber ich weiß es denn ich empfange sie auch","aber ich weiß es denn ich empfange sie auch","",",  s.","TRUE","","","Aber ich weiß, denn ich erhalte sie auch."
"36FQTHX30CYDW0LBSUYY9K75V61B3H","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:09 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:09 PDT 2021","","","3IUZPWIU1YED3LPNYTRV24XG213WKB","A2687XLMYHVP7F","Approved","Mon Aug 16 22:37:31 PDT 2021","Mon Aug 16 22:39:17 PDT 2021","Thu Aug 19 22:39:17 PDT 2021","Tue Aug 17 03:32:47 PDT 2021","","","106","100% (28/28)","100% (28/28)","100% (28/28)","24","https://i.imgur.com/ukp9RIr.png","{}","vielleicht war es nur so dass es harry gerade sehr leicht fiel mit dem standpunkt des schulleiters zu sympathisieren","vielleicht fiel es harry gerade sehr leicht sich in den standpunkt des schulleiters hineinzuversetzen","","Vielleicht lag es einfach daran, dass es Harry nicht schwer fiel, EVerstädmdndnis für den Standpunkt des Schulleitzeers aufzubringen.","","Mein Pferd Jack rennt nach Hause.","","Vielleicht lag es einfach daran, dass es Harry nicht schwer fiel, Verständnis für den Standpunkt des Schulleiters aufzubringen."
"375VMB7D5SQL101ERTWR8GXUH9ADIQ","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:15 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:15 PDT 2021","","","31N2WW6R91X5W1VLNYPWHUUEWAQ3F4","A06385332JDU4U6E9WFE5","Approved","Mon Aug 16 11:38:59 PDT 2021","Mon Aug 16 11:41:22 PDT 2021","Thu Aug 19 11:41:22 PDT 2021","Mon Aug 16 12:27:18 PDT 2021","","","143","100% (2/2)","100% (2/2)","100% (2/2)","404","https://i.imgur.com/PZjUElW.png","{}","und du denkst du hast keine angst vor dem tod","und du glaubst du hättest keine angst vor dem tod","","","TRUE","Mein Pferd Jack rennt nach Hause.","","Und du denkst, dass du keine Angst vor dem Tod hast?"
"37NXA7GVT2D9LI963HTY6IVTYK8LVB","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:16 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:16 PDT 2021","","","338JKRMM2G6PUILCR3S67NKXI1WAHA","A1NKFJYJI95SPZ","Submitted","Mon Aug 16 22:28:59 PDT 2021","Mon Aug 16 22:31:38 PDT 2021","Thu Aug 19 22:31:38 PDT 2021","","","","159","59% (19/32)","59% (19/32)","59% (19/32)","138","https://i.imgur.com/cAG5nGp.png","{}","es ist etwas das ich mir schon lange gefragt habe aber nicht begreifen konnte warum","das ist etwas was ich mich schon lange frage aber nicht begreifen kann warum","","""It E   ,   . warum Warum??""","TRUE","","","""Es ist etwas habe ich lange gewundert an mich, noch gewesen unfähig nachvollziehen. Warum??"""
"37ZQELHER95GJVII128MWEG5CMWNMY","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:09 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:09 PDT 2021","","","3HRMW88U1GXFLJO5QYBQAMGGQ1YM0J","AT9UG11XAEDZL","Submitted","Tue Aug 17 04:29:10 PDT 2021","Tue Aug 17 04:30:11 PDT 2021","Fri Aug 20 04:30:11 PDT 2021","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","293","https://i.imgur.com/PV0XVnY.png","{}","und wenn keine geister was ist dann mit dem schleier","und wenn nicht geister was ist dann mit dem schleier","TRUE","Und wenn keine Geister, was ist dann mit dem Schleier?","","","","Und wenn keine Geister, was ist dann mit dem Schleier?"
"38RHULDVA7MKA6158O1H04MFOPGIW4","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:14 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:14 PDT 2021","","","39DD6S19JZIEBG2IDU0Z3DETZ6BZEK","A1NKFJYJI95SPZ","Submitted","Mon Aug 16 22:40:35 PDT 2021","Mon Aug 16 22:43:15 PDT 2021","Thu Aug 19 22:43:15 PDT 2021","","","","160","59% (19/32)","59% (19/32)","59% (19/32)","99","https://i.imgur.com/teRJtMs.png","{}","natürlich wäre dem schulleiter etwas seltsames an dem jungen in seinem büro aufgefallen","natürlich hätte der schulleiter etwas an dem jungen in seinem büro bemerkt","","j b...","TRUE","","","Natürlich die Schulleiter hätte bemerkte etwas seltsam über den jungen in seinem büro..."
"3AFT28WXMO9C5XS3H2A7JA9TLNHOIY","3QOPOPHLGVRTDPWIW6EHZXBUQ3FBWI","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.05","Mon Aug 16 08:58:20 PDT 2021","3","BatchId:4532201;OriginalHitTemplateId:928390828;","1800","259200","Mon Aug 23 08:58:20 PDT 2021","","","39N5ACM9HOU32G9VIAMBK1B4YAP9P0","A2687XLMYHVP7F","Approved","Mon Aug 16 22:44:57 PDT 2021","Mon Aug 16 22:45:54 PDT 2021","Thu Aug 19 22:45:54 PDT 2021","Tue Aug 17 03:32:48 PDT 2021","","","57","100% (28/28)","100% (28/28)","100% (28/28)","201","https://i.imgur.com/ZEmlM3a.png","{}","ich nehme an es ist nützlich für diejenigen ohne zauberstäbe sagte dumbledore stirnrunzelnd","ich nehme an es ist für diejenigen nützlich die keinen zauberstab haben sagte dumbledore und runzelte die stirn","",",,Ich nehme an, für diejenigen ohne Zauberstäebe uisisdt es vot es von Nutzen,""§ sagte Dumbledore mit gerunzelter Stirn.","","","",",,Ich nehme an, für diejenigen ohne Zauberstäbe ist es von Nutzen,"" sagte Dumbledore mit gerunzelter Stirn."
