"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.num","Input.image_url","Input.suggestions","Input.gtrans","Answer.keylog","Answer.keylogalert","Answer.qualification","Answer.translation","Approve","Reject"
"3CZH926SJLLWLZGZ2Z57KX5WC2Z4EI","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","6","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","3IAS3U3I0PNQY2NMEWPVFUY1AM22BP","A214QUOIRYS868","Approved","Fri Aug 13 18:24:16 PDT 2021","Fri Aug 13 18:34:06 PDT 2021","Mon Aug 16 18:34:06 PDT 2021","Sat Aug 14 03:39:32 PDT 2021","","","590","57% (8/14)","57% (8/14)","57% (8/14)","15","https://i.imgur.com/K6s6np0.png","{}","harry rezitierte verlegen so gut er konnte und hatte fast die hälfte geschafft bevor er erkannte dass es nicht schlau war dem möglicherweise verrückten schulleiter einfach alles zu erzählen zumindest nicht ohne vorher darüber nachzudenken aber dann war lucius definitiv ein schlechter kerl und dumbledores gegner also war es wahrscheinlich eine gute idee es ihm zu sagen und harry hatte bereits angefangen zu reden und es war zu spät um die dinge jetzt auszurechnen","trug vor rerezitierte erweisenn kleinlautwesieweiseletztendlichdaherzu bemessenLage","TRUE","Mein Pferd Jack rennt nach Hause","Harry rezitierte so gut er konnte kleinlaut vor,  und hatte fast die Hälfte geschafft, bevor er merkte, dass es nicht weise war, dem möglicherweise verrückten Schulleiter einfach alles zu erzählen, zumindest nicht ohne vorher darüber nachzudenken, aber letztendlich war Lucius definitiv ein Bösewicht und Dumbledores Gegner, daher war es wahrscheinlich eine gute Idee, es ihm zu sagen, und Harry hatte bereits angefangen zu reden und es war zu spät, um zu versuchen, die Lage jetzt zu bemessen"
"3CZH926SJLLWLZGZ2Z57KX5WC2Z4EI","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","6","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","3IOEN3P9SHQD35OVZ189ZV244G961P","AWUML5SWVKPN6","Rejected","Sat Aug 14 02:26:08 PDT 2021","Sat Aug 14 02:46:02 PDT 2021","Tue Aug 17 02:46:02 PDT 2021","","Sat Aug 14 03:33:23 PDT 2021","Es wurde erkannt, dass Sie die Übersetzungsleistung nicht selbst erbracht haben und von maschineller Übersetzung Gebrauch gemacht wurde. Dies verstößt leider gegen die Anweisungen des Tasks und wird daher abgelehnt.","1194","42% (5/12)","42% (5/12)","42% (5/12)","15","https://i.imgur.com/K6s6np0.png","{}","harry rezitierte verlegen so gut er konnte und hatte fast die hälfte geschafft bevor er erkannte dass es nicht schlau war dem möglicherweise verrückten schulleiter einfach alles zu erzählen zumindest nicht ohne vorher darüber nachzudenken aber dann war lucius definitiv ein schlechter kerl und dumbledores gegner also war es wahrscheinlich eine gute idee es ihm zu sagen und harry hatte bereits angefangen zu reden und es war zu spät um die dinge jetzt auszurechnen","","TRUE","Mein Pferd Jack läuft nach Hause","Harry rezitierte verlegen, so gut er konnte, und war fast zur Hälfte fertig, bevor ihm klar wurde, dass es nicht klug war, dem möglicherweise verrückten Schulleiter einfach alles zu erzählen, zumindest nicht, ohne vorher darüber nachzudenken, aber dann war Lucius definitiv ein Bösewicht und Dumbledores Gegenspieler, also war es wahrscheinlich eine gute Idee, es ihm zu sagen, und Harry hatte bereits angefangen zu reden, und es war zu spät, die Dinge jetzt zu berechnen."
"3CZH926SJLLWLZGZ2Z57KX5WC2Z4EI","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","6","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","3OB0CAO74RWQQ0JF796MA924KE6YHM","A19AY4ANFAGVOI","Rejected","Fri Aug 13 19:20:15 PDT 2021","Fri Aug 13 19:24:07 PDT 2021","Mon Aug 16 19:24:07 PDT 2021","","Sat Aug 14 03:30:57 PDT 2021","Es wurde erkannt, dass Sie die Übersetzungsleistung nicht selbst erbracht haben und von maschineller Übersetzung Gebrauch gemacht wurde. Dies verstößt leider gegen die Anweisungen des Tasks und wird daher abgelehnt.","232","0% (0/13)","0% (0/13)","0% (0/13)","15","https://i.imgur.com/K6s6np0.png","{}","harry rezitierte verlegen so gut er konnte und hatte fast die hälfte geschafft bevor er erkannte dass es nicht schlau war dem möglicherweise verrückten schulleiter einfach alles zu erzählen zumindest nicht ohne vorher darüber nachzudenken aber dann war lucius definitiv ein schlechter kerl und dumbledores gegner also war es wahrscheinlich eine gute idee es ihm zu sagen und harry hatte bereits angefangen zu reden und es war zu spät um die dinge jetzt auszurechnen","","TRUE","Mein Pferd Jack läuft nach Hause","Harry rezitierte verlegen, so gut er konnte, und kam fast bis zur Hälfte, bevor ihm klar wurde, dass es nicht klug war, dem möglicherweise verrückten Schulleiter einfach alles zu erzählen, zumindest nicht, ohne vorher darüber nachzudenken, aber dann war Lucius definitiv ein Bösewicht und Dumbledores Gegenspieler, also war es wahrscheinlich eine gute Idee, es ihm zu sagen, und Harry hatte bereits angefangen zu reden und es war zu spät, die Dinge jetzt zu berechnen..."
"3UV0D2KX2VQORDGVXAPD2FQWO3E4F0","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","5","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","3B837J3LDY36J8L948QR6RG9Q27RSX","A19AY4ANFAGVOI","Rejected","Fri Aug 13 19:10:10 PDT 2021","Fri Aug 13 19:13:35 PDT 2021","Mon Aug 16 19:13:35 PDT 2021","","Sat Aug 14 03:33:24 PDT 2021","Es wurde erkannt, dass Sie die Übersetzungsleistung nicht selbst erbracht haben und von maschineller Übersetzung Gebrauch gemacht wurde. Dies verstößt leider gegen die Anweisungen des Tasks und wird daher abgelehnt.","205","0% (0/13)","0% (0/13)","0% (0/13)","274","https://i.imgur.com/SYobxHw.png","{}","ja nun sagte harry mit etwas trockener stimme als er an seine mum und seinen dad und ihre zugewiesene spanne dachte wenn harry nichts dagegen unternehmen würde die menschen waren daran gewöhnt vierhundert jahre zu leben und dass der tod mit zweihundert jahren genauso tragisch verfrüht erscheinen würde wie der tod mit sagen wir achtzig jahren","","TRUE","Mein Pferd Jack läuft nach Hause","""Ja, nun"", sagte Harry, dessen Stimme ein wenig trocken klang, als er an seine Mum und seinen Dad und die ihnen zustehende Lebensspanne dachte, wenn Harry nichts dagegen unternahm, ""ich vermute, Herr Direktor, wenn Sie aus einer Kultur kämen, in der die Menschen daran gewöhnt sind, vierhundert Jahre alt zu werden, würde Ihnen ein Tod mit zweihundert Jahren genauso tragisch vorkommen wie ein Tod mit, sagen wir, achtzig Jahren."""
"3UV0D2KX2VQORDGVXAPD2FQWO3E4F0","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","5","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","3T3IWE1XGGU7M7JOGT6HB62QW0BQTE","A3286P432CJYPB","Approved","Sat Aug 14 02:06:48 PDT 2021","Sat Aug 14 02:11:37 PDT 2021","Tue Aug 17 02:11:37 PDT 2021","Sat Aug 14 03:38:29 PDT 2021","","","289","75% (6/8)","75% (6/8)","75% (6/8)","274","https://i.imgur.com/SYobxHw.png","{}","ja nun sagte harry mit etwas trockener stimme als er an seine mum und seinen dad und ihre zugewiesene spanne dachte wenn harry nichts dagegen unternehmen würde die menschen waren daran gewöhnt vierhundert jahre zu leben und dass der tod mit zweihundert jahren genauso tragisch verfrüht erscheinen würde wie der tod mit sagen wir achtzig jahren","""Ja, nun,"" sagte Harry, seine Stimme ein wenig trocken, als er an seine MuoMom und seinen VDad dachte, und an ihre ihzugeteilte Zeitspantne, wenn er nichts dagegendaran nichts änderte. nihcchts adagegen tag.t. "", ""Ich vermute, direDirektor, wenn man ddass wenn man aus einer Kultur kommt, in der die Leute daran gewöhnt sind, vier huhnderundert Jahre lang zu leben, es genauso dass vertrargisch vorzeitig wäre. , mit zweihunderz zu t zu sterben, wie, sgagen, w wir, micht achtzig. ""","","Mein Pferd Jack läuft nach Hause","""Ja, nun,"" sagte Harry, seine Stimme ein wenig trocken, als er an seine Mom und seinen Dad dachte, und an ihre zugeteilte Zeitspanne, wenn er nichts dagegen tat, ""Ich vermute, Direktor, wenn man aus einer Kultur kommt, in der die Leute daran gewöhnt sind, vierhundert Jahre lang zu leben, dass es genauso tragisch vorzeitig wäre, mit zweihundert zu sterben, wie, sagen wir, mit achtzig."""
"3KA7IJSNXFCK3PQYQSV5MNA601HPBT","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","8","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","37UQDCYH672CTHIYPPXQCX9GOV0V72","AWUML5SWVKPN6","Rejected","Sat Aug 14 02:46:03 PDT 2021","Sat Aug 14 02:56:26 PDT 2021","Tue Aug 17 02:56:26 PDT 2021","","Sat Aug 14 03:33:24 PDT 2021","Es wurde erkannt, dass Sie die Übersetzungsleistung nicht selbst erbracht haben und von maschineller Übersetzung Gebrauch gemacht wurde. Dies verstößt leider gegen die Anweisungen des Tasks und wird daher abgelehnt.","623","42% (5/12)","42% (5/12)","42% (5/12)","352","https://i.imgur.com/MjMQ59U.png","{}","und dumbledore sagte harry er solle den umhang der unsichtbarkeit aus seinem beutel ziehen auf anweisung des schulleiters starrte harry auf die innen- und rückseite der kapuze bis er sie schwach gezeichnet von dem silbrigen netz in verblichenem scharlachrot wie getrocknetes blut sah das symbol der heiligtümer des todes ein dreieck mit einem darin eingezeichneten kreis und eine linie die beide trennt","","TRUE","Mein Pferd Jack läuft nach Hause","Und Dumbledore wies Harry an, den Unsichtbarkeitsumhang aus seiner Tasche zu ziehen; auf Anweisung des Schulleiters begann Harry mit der Innenseite und der Rückseite der Kapuze, bis er das Symbol der Heiligtümer des Todes sah, das in verblasstem Scharlachrot, wie getrocknetes Blut, schwach auf das silbrige Gewebe gezeichnet war: ein Dreieck mit einem Kreis im Inneren und einer Linie, die beide trennte"
"3KA7IJSNXFCK3PQYQSV5MNA601HPBT","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","8","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","3IOEN3P9SHQD35OVZ189ZV244FG16P","A19AY4ANFAGVOI","Rejected","Fri Aug 13 18:55:19 PDT 2021","Fri Aug 13 19:06:12 PDT 2021","Mon Aug 16 19:06:12 PDT 2021","","Sat Aug 14 03:30:58 PDT 2021","Es wurde erkannt, dass Sie die Übersetzungsleistung nicht selbst erbracht haben und von maschineller Übersetzung Gebrauch gemacht wurde. Dies verstößt leider gegen die Anweisungen des Tasks und wird daher abgelehnt.","653","0% (0/13)","0% (0/13)","0% (0/13)","352","https://i.imgur.com/MjMQ59U.png","{}","und dumbledore sagte harry er solle den umhang der unsichtbarkeit aus seinem beutel ziehen auf anweisung des schulleiters starrte harry auf die innen- und rückseite der kapuze bis er sie schwach gezeichnet von dem silbrigen netz in verblichenem scharlachrot wie getrocknetes blut sah das symbol der heiligtümer des todes ein dreieck mit einem darin eingezeichneten kreis und eine linie die beide trennt","","TRUE","Mein Pferd Jack läuft nach Hause","Auf Anweisung des Schulleiters starrte Harry auf die Innenseite und die Rückseite der Kapuze, bis er das Symbol der Heiligtümer des Todes sah, das sich in verblasstem Scharlachrot wie getrocknetes Blut von dem silbrigen Gewebe abhob: ein Dreieck mit einem Kreis darin und einer Linie, die beide trennte."
"3KA7IJSNXFCK3PQYQSV5MNA601HPBT","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","8","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","3M0BCWMB853CAILTSGE231EQETZBWI","A214QUOIRYS868","Rejected","Fri Aug 13 18:44:45 PDT 2021","Fri Aug 13 18:52:46 PDT 2021","Mon Aug 16 18:52:46 PDT 2021","","Sat Aug 14 03:40:23 PDT 2021","Es wurde erkannt, dass Sie die Übersetzungsleistung nicht selbst erbracht haben und von maschineller Übersetzung Gebrauch gemacht wurde. Dies verstößt leider gegen die Anweisungen des Tasks und wird daher abgelehnt.","481","57% (8/14)","57% (8/14)","57% (8/14)","352","https://i.imgur.com/MjMQ59U.png","{}","und dumbledore sagte harry er solle den umhang der unsichtbarkeit aus seinem beutel ziehen auf anweisung des schulleiters starrte harry auf die innen- und rückseite der kapuze bis er sie schwach gezeichnet von dem silbrigen netz in verblichenem scharlachrot wie getrocknetes blut sah das symbol der heiligtümer des todes ein dreieck mit einem darin eingezeichneten kreis und eine linie die beide trennt","zu ;m es","TRUE","Mein Pferd Jack rennt nach Hause","Und Dumbledore sagte zu Harry, er solle den Umhang der Unsichtbarkeit aus seiner Tasche ziehen; auf die Anweisung des Schulleiters hin starrte Harry auf die Innenseite und die Rückseite der Kapuze, bis er es sah, schwach gegen das silbrige Netz in verblasstem Scharlachrot wie getrocknetes Blut gezogen, das Symbol für die Heiligtümer des Todes, ein Dreieck, mit einem innen gezeichneten Kreis und einer Linie, die beide trennt"
"3KA7IJSNXFCK3PQYQSV5MNA601HPBT","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:05 PDT 2021","8","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:44 PDT 2021","","","3PXX5PX6L75F35IQRBIALCHZNJ0BAU","A3286P432CJYPB","Rejected","Mon Aug 16 00:29:17 PDT 2021","Mon Aug 16 00:40:29 PDT 2021","Thu Aug 19 00:40:29 PDT 2021","","Mon Aug 16 02:42:14 PDT 2021","Es wurde erkannt, dass Sie die Übersetzungsleistung nicht selbst erbracht haben und von maschineller Übersetzung Gebrauch gemacht wurde. Dies verstößt leider gegen die Anweisungen des Tasks und wird daher abgelehnt.","672","75% (6/8)","75% (6/8)","75% (6/8)","352","https://i.imgur.com/MjMQ59U.png","{}","und dumbledore sagte harry er solle den umhang der unsichtbarkeit aus seinem beutel ziehen auf anweisung des schulleiters starrte harry auf die innen- und rückseite der kapuze bis er sie schwach gezeichnet von dem silbrigen netz in verblichenem scharlachrot wie getrocknetes blut sah das symbol der heiligtümer des todes ein dreieck mit einem darin eingezeichneten kreis und eine linie die beide trennt","Und Dumbledore forderte Harry auf, den Unsichtbarkeitsumhang  Umnhang der Unsichtbarkeit aus seinem Beutel zu ziehen; auf Anweisung des Scuhuldireleiters starrte Harry auf die innere Innenseite und den Rücke- und Rückseite seite und Rückseite desr Kapuze, bis er es sah, : . , schwach auf die f das silbgrige Gewebe gezeichnet und in verblichenem Scharlach wie getrocknetem Blut, das Symbol derder Heiligtümer des Todes: ein Dreiceck mit einem Kreis inem eingezeichnetendarhinheingeueizeichneten reis, Kireis und einer Linie, die sie beide teilte.","","mein pferd jack läuft nach hause","Und Dumbledore forderte Harry auf, den Umhang der Unsichtbarkeit aus seinem Beutel zu ziehen; auf Anweisung des Schulleiters starrte Harry auf die Innenseite und Rückseite der Kapuze, bis er es sah, schwach auf das silbrige Gewebe gezeichnet in verblichenem Scharlach wie getrocknetem Blut, das Symbol der Heiligtümer des Todes: ein Dreieck mit einem hineingezeichneten Kreis und einer Linie, die sie beide teilte."
"3CIS7GGG7EQV2XAEH5WPX13QBFMEUE","3NJNX96T4T9HZXVRL6FLJEP53E7OGZ","Übersetzen Sie einen englischen Satz ins Deutsche","Ihnen wird ein englischer Satz aus einer Harry Potter Fanfiction gegeben. Übersetzen Sie diesen ins Deutsche. Ihnen werden feste Übersetzungen vorgegebenen, falls vorhanden.","translation, übersetzen, übersetzung, translate, Harry Potter, Harry, Potter, english, german, Englisch, Deutsch","$0.20","Fri Aug 13 17:29:06 PDT 2021","5","BatchId:4530868;OriginalHitTemplateId:928390828;","3600","259200","Mon Aug 16 02:41:45 PDT 2021","","","3AWETUDC9CZQRL449DQQOSCLQLPIZQ","A19AY4ANFAGVOI","Rejected","Fri Aug 13 19:17:01 PDT 2021","Fri Aug 13 19:20:14 PDT 2021","Mon Aug 16 19:20:14 PDT 2021","","Sat Aug 14 03:30:58 PDT 2021","Es wurde erkannt, dass Sie die Übersetzungsleistung nicht selbst erbracht haben und von maschineller Übersetzung Gebrauch gemacht wurde. Dies verstößt leider gegen die Anweisungen des Tasks und wird daher abgelehnt.","193","0% (0/13)","0% (0/13)","0% (0/13)","306","https://i.imgur.com/FE5Vjn9.png","{}","und dann spie harry aus die wut kam voll in seine stimme die kalte wut auf das universum weil er so war und auf sich selbst weil er so dumm war fragte ich hermine und sie sagte dass sie nur nachbilder seien eingebrannt in die stein der burg durch den tod eines zauberers wie die silhouetten an den mauern von hiroshima","","TRUE","Mein Pferd Jack läuft nach Hause","""Und dann"", spuckte Harry, die Wut kam ganz in seine Stimme, die kalte Wut auf das Universum, weil es so war, und auf sich selbst, weil er so dumm war, ""habe ich Hermione  gefragt, und sie hat gesagt, dass es sich nur um Bilder handelt, die durch den Tod eines Zauberers in den Stein des Schlosses gebrannt wurden, wie die Silhouetten, die an den Wänden von Hiroshima zurückgeblieben sind."
